,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,aging,gas,Py,provided_data_type,in_reference_data_location,reference,url
579,3,77,1,17,10.0,,,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.317073,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
580,3,77,1,17,20.0,,,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.398165,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
581,3,77,1,17,30.0,,,0.6499999999999999,,,,298.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.451994,permeability,fig 9,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
586,1,76,1,8,0.0,,,0.6499999999999999,,,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.227748728,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
587,1,76,1,8,0.0,,,0.6499999999999999,,,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.306622951,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
588,1,76,1,8,0.0,,,0.6499999999999999,,,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.374130248,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
589,1,76,1,8,0.0,,,0.6499999999999999,,,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.453387111,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
594,3,77,1,17,10.0,,,0.6499999999999999,,,,308.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.344486117,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
595,3,77,1,17,10.0,,,0.6499999999999999,,,,318.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.416816913,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
596,3,77,1,17,10.0,,,0.6499999999999999,,,,328.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.519082513,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
597,3,77,1,17,10.0,,,0.6499999999999999,,,,338.0,1000000.0,0.0,1000000.0,1000.0,340,,,0.0,380.0,0.596556661,permeability,fig 14 and 15,TARIQ AR et al 2020,https://doi.org/10.1016/j.arabjc.2020.10.021
608,1,80,1,8,0.0,,,,,,,303.0,,,690000.0,,0,,,0.0,380.0,4.2,permeability,table 4,AHMAD MZ et al 2021 / QIU W et al 2013,https://doi.org/10.1016/j.seppur.2020.117582
610,1,80,1,8,0.0,,,,,,,303.0,,,100000.0,,0,,,0.0,380.0,3.5,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
612,3,81,1,19,10.0,,,,,,,303.0,,,100000.0,,0,,,0.0,380.0,5.6,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
614,3,81,1,19,20.0,,,,,,,303.0,,,100000.0,,0,,,0.0,380.0,11.1,permeability,table 4,AHMAD MZ et al 2021 / PARK S et al 2014,https://doi.org/10.1016/j.seppur.2020.117582
679,1,76,1,8,0.0,,,,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.18,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
680,3,88,1,17,5.0,,,1.12,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.18,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
681,3,88,1,17,10.0,,,1.12,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.19,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
682,3,88,1,17,20.0,,,1.12,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.22,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
683,3,88,1,17,30.0,,,1.12,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.27,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
684,3,89,1,17,5.0,,,1.05,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.18,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
685,3,89,1,17,10.0,,,1.05,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.21,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
686,3,89,1,17,20.0,,,1.05,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.21,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
687,3,89,1,17,30.0,,,1.05,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.21,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
688,3,89,1,17,35.0,,,1.05,,,,308.0,,,500000.0,,0,,,0.0,380.0,0.25,permeability,table 3,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
692,3,89,1,17,30.0,,,1.05,,,,318.0,,,500000.0,,0,,,0.0,380.0,0.214904679376084,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
693,3,89,1,17,30.0,,,1.05,,,,328.0,,,500000.0,,0,,,0.0,380.0,0.233743409490335,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
694,3,89,1,17,30.0,,,1.05,,,,338.0,,,500000.0,,0,,,0.0,380.0,0.271095152603234,permeability,fig 6a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
698,3,88,1,17,20.0,,,1.12,,,,318.0,,,500000.0,,0,,,0.0,380.0,0.248239436619719,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
699,3,88,1,17,20.0,,,1.12,,,,328.0,,,500000.0,,0,,,0.0,380.0,0.267148014440433,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
700,3,88,1,17,20.0,,,1.12,,,,338.0,,,500000.0,,0,,,0.0,380.0,0.288888888888889,permeability,fig 6b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
705,3,89,1,17,30.0,,,1.05,,,,308.0,,,100000.0,,0,,,0.0,380.0,0.259047619047619,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
706,3,89,1,17,30.0,,,1.05,,,,308.0,,,200000.0,,0,,,0.0,380.0,0.245421245421246,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
707,3,89,1,17,30.0,,,1.05,,,,308.0,,,300000.0,,0,,,0.0,380.0,0.235714285714285,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
708,3,89,1,17,30.0,,,1.05,,,,308.0,,,400000.0,,0,,,0.0,380.0,0.209424083769634,permeability,fig 8a,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
713,3,88,1,17,20.0,,,1.12,,,,308.0,,,100000.0,,0,,,0.0,380.0,0.31630648330059,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
714,3,88,1,17,20.0,,,1.12,,,,308.0,,,200000.0,,0,,,0.0,380.0,0.309297912713473,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
715,3,88,1,17,20.0,,,1.12,,,,308.0,,,300000.0,,0,,,0.0,380.0,0.280510018214937,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
716,3,88,1,17,20.0,,,1.12,,,,308.0,,,400000.0,,0,,,0.0,380.0,0.250883392226149,permeability,fig 8b,AKBARI A et al 2020,https://doi.org/10.1016/j.cep.2020.107804
725,1,90,6,8,0.0,,,,,,,303.0,,,100000.0,,340,,,0.0,380.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
729,3,91,6,18,5.0,,1.0,,,,,303.0,,,100000.0,,340,,,0.0,380.0,0.02154093529712,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
733,3,91,6,18,10.0,,,,,,,303.0,,,100000.0,,340,,,0.0,380.0,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
757,3,92,1,20,10.0,,15.0,0.394,,,2.01,298.0,,,100000.0,50.0,364,50.0,,0.0,380.0,4.6,permeability,table S3,LI W et al 2022,https://doi.org/10.1016/j.memsci.2021.120021
772,4,94,1,21,0.0,70.0,60.0,0.575,0.026,94.0,,303.0,10000.0,,,10.0,340,2.0,,0.0,380.0,16.9,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
776,4,95,1,21,0.0,70.0,60.0,0.575,0.029,106.0,,303.0,10000.0,,,10.0,340,2.0,,0.0,380.0,7.7,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
780,4,96,1,21,0.0,70.0,60.0,0.575,0.019,70.0,,303.0,10000.0,,,10.0,340,2.0,,0.0,380.0,1.57,permeability,table 3,XU R et al 2020,https://doi.org/10.1016/j.jechem.2020.03.008
796,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,200000.0,100000.0,100000.0,600.0,0,,,0.0,380.0,107.372100314754,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
797,2,97,7,3,0.0,,3.0,0.372,,,5.7,323.0,200000.0,100000.0,100000.0,600.0,0,,,0.0,380.0,120.002756843211,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
798,2,97,7,3,0.0,,3.0,0.372,,,5.7,353.0,200000.0,100000.0,100000.0,600.0,0,,,0.0,380.0,134.119336049193,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
808,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,600000.0,100000.0,500000.0,600.0,0,,,0.0,380.0,136.554994162356,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
809,2,97,7,3,0.0,,3.0,0.372,,,5.7,323.0,600000.0,100000.0,500000.0,600.0,0,,,0.0,380.0,147.61061747685,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
810,2,97,7,3,0.0,,3.0,0.372,,,5.7,353.0,600000.0,100000.0,500000.0,600.0,0,,,0.0,380.0,157.796651049444,permeability,fig 4,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
817,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,400000.0,100000.0,300000.0,600.0,0,,,0.0,380.0,136.564676192472,permeability,fig 8,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
829,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,300000.0,100000.0,200000.0,600.0,0,,,0.0,380.0,106.938291576501,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
830,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,500000.0,100000.0,400000.0,600.0,0,,,0.0,380.0,138.285567397164,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
831,2,97,7,3,0.0,,3.0,0.372,,,5.7,303.0,700000.0,100000.0,600000.0,600.0,0,,,0.0,380.0,137.273615953188,permeability,fig 5,AYDANI A et al 2021,https://doi.org/10.1016/j.seppur.2020.117796
841,2,103,8,23,0.0,,0.9,,,,,298.0,,,100000.0,,340,50.0,,0.0,380.0,28.0118384673509,permeance,fig 2,WU X et al 2022,https://doi.org/10.1016/j.memsci.2022.120291
885,2,122,7,24,0.0,,,0.4,,,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,380.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
886,2,122,7,24,0.0,,,0.4,,,50.0,423.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,380.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
887,2,122,7,24,0.0,,,0.4,,,50.0,473.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,380.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
891,2,122,7,24,0.0,,,0.4,,,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,380.0,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
893,2,123,7,24,0.0,,,0.55,,,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,380.0,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
106,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,444.3,61.6546252952298,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
107,2,21,2,3,0.0,,1.2,0.38,0.27,624.0,,298.0,303000.0,103000.0,200000.0,4.0,0,,,0.0,550.0,23.6741718693191,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
888,2,122,7,24,0.0,,,0.4,,,50.0,373.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,550.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
889,2,122,7,24,0.0,,,0.4,,,50.0,423.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,550.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
890,2,122,7,24,0.0,,,0.4,,,50.0,473.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,550.0,,permeance,fig 3,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
892,2,122,7,24,0.0,,,0.4,,,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,550.0,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
894,2,123,7,24,0.0,,,0.55,,,50.0,523.0,600000.0,100000.0,500000.0,1707.33333333333,0,,,0.0,550.0,,permeance,fig 5,KOUTSONIKOLAS DE et al 2021,https://doi.org/10.1016/j.seppur.2021.118432
909,2,126,9,22,0.0,,7.0,0.58,,,,473.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,171.440317749385,permeance,fig 4,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
910,2,126,9,22,0.0,,7.0,0.58,,,,373.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,156.130547722463,permeance,fig 4,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
911,2,126,9,22,0.0,,7.0,0.58,,,,298.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,109.534190324807,permeance,fig 4,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
948,2,127,9,22,0.0,,7.0,0.58,,,,473.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,13.009276384431,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
949,2,127,9,22,0.0,,7.0,0.58,,,,373.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,7.13110013250878,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
950,2,127,9,22,0.0,,7.0,0.58,,,,323.0,300000.0,100000.0,200000.0,100.0,364,12.0,,0.0,550.0,2.96452754746282,permeance,fig 7,KANEZASHI M and LI YS 2009,https://doi.org/10.1021/jp804586q
